Iteration	Xl	Xu	f(Xl)	f(Xu)	Xr	Relative Apporximate Error
1	0.000000	20.000000	-0.015919	0.734000	0.424553	-0.015905
2 0.424553 20.000000 -0.015905 0.734000 0.839742 -0.015890 49.442447
3 0.839742 20.000000 -0.015890 0.734000 1.245753 -0.015874 32.591639
4 1.245753 20.000000 -0.015874 0.734000 1.642769 -0.015857 24.167487
5 1.642769 20.000000 -0.015857 0.734000 2.030968 -0.015839 19.113974
6 2.030968 20.000000 -0.015839 0.734000 2.410523 -0.015819 15.745759
7 2.410523 20.000000 -0.015819 0.734000 2.781605 -0.015797 13.340554
8 2.781605 20.000000 -0.015797 0.734000 3.144378 -0.015775 11.537213
9 3.144378 20.000000 -0.015775 0.734000 3.499006 -0.015750 10.135101
10 3.499006 20.000000 -0.015750 0.734000 3.845646 -0.015724 9.013835
11 3.845646 20.000000 -0.015724 0.734000 4.184453 -0.015696 8.096810
12 4.184453 20.000000 -0.015696 0.734000 4.515579 -0.015666 7.332953
13 4.515579 20.000000 -0.015666 0.734000 4.839169 -0.015635 6.686907
14 4.839169 20.000000 -0.015635 0.734000 5.155370 -0.015601 6.133418
15 5.155370 20.000000 -0.015601 0.734000 5.464321 -0.015565 5.653965
16 5.464321 20.000000 -0.015565 0.734000 5.766159 -0.015527 5.234658
17 5.766159 20.000000 -0.015527 0.734000 6.061020 -0.015486 4.864874
18 6.061020 20.000000 -0.015486 0.734000 6.349035 -0.015443 4.536352
19 6.349035 20.000000 -0.015443 0.734000 6.630331 -0.015398 4.242571
20 6.630331 20.000000 -0.015398 0.734000 6.905035 -0.015349 3.978313
21 6.905035 20.000000 -0.015349 0.734000 7.173269 -0.015298 3.739353
22 7.173269 20.000000 -0.015298 0.734000 7.435153 -0.015245 3.522237
23 7.435153 20.000000 -0.015245 0.734000 7.690804 -0.015188 3.324111
24 7.690804 20.000000 -0.015188 0.734000 7.940336 -0.015127 3.142595
25 7.940336 20.000000 -0.015127 0.734000 8.183863 -0.015064 2.975693
26 8.183863 20.000000 -0.015064 0.734000 8.421493 -0.014998 2.821713
27 8.421493 20.000000 -0.014998 0.734000 8.653335 -0.014927 2.679218
28 8.653335 20.000000 -0.014927 0.734000 8.879493 -0.014854 2.546973
29 8.879493 20.000000 -0.014854 0.734000 9.100071 -0.014776 2.423915
30 9.100071 20.000000 -0.014776 0.734000 9.315170 -0.014695 2.309124
31 9.315170 20.000000 -0.014695 0.734000 9.524889 -0.014610 2.201797
32 9.524889 20.000000 -0.014610 0.734000 9.729325 -0.014521 2.101234
33 9.729325 20.000000 -0.014521 0.734000 9.928573 -0.014428 2.006818
34 9.928573 20.000000 -0.014428 0.734000 10.122728 -0.014331 1.918007
35 10.122728 20.000000 -0.014331 0.734000 10.311881 -0.014229 1.834319
36 10.311881 20.000000 -0.014229 0.734000 10.496122 -0.014123 1.755329
37 10.496122 20.000000 -0.014123 0.734000 10.675541 -0.014013 1.680656
38 10.675541 20.000000 -0.014013 0.734000 10.850225 -0.013899 1.609959
39 10.850225 20.000000 -0.013899 0.734000 11.020261 -0.013780 1.542936
40 11.020261 20.000000 -0.013780 0.734000 11.185733 -0.013656 1.479311
41 11.185733 20.000000 -0.013656 0.734000 11.346725 -0.013528 1.418839
42 11.346725 20.000000 -0.013528 0.734000 11.503319 -0.013395 1.361297
43 11.503319 20.000000 -0.013395 0.734000 11.655598 -0.013258 1.306484
44 11.655598 20.000000 -0.013258 0.734000 11.803641 -0.013116 1.254216
45 11.803641 20.000000 -0.013116 0.734000 11.947528 -0.012969 1.204328
46 11.947528 20.000000 -0.012969 0.734000 12.087339 -0.012818 1.156669
47 12.087339 20.000000 -0.012818 0.734000 12.223150 -0.012663 1.111100
48 12.223150 20.000000 -0.012663 0.734000 12.355040 -0.012503 1.067495
49 12.355040 20.000000 -0.012503 0.734000 12.483084 -0.012339 1.025740
50 12.483084 20.000000 -0.012339 0.734000 12.607358 -0.012171 0.985728
51 12.607358 20.000000 -0.012171 0.734000 12.727937 -0.011998 0.947362
52 12.727937 20.000000 -0.011998 0.734000 12.844897 -0.011822 0.910552
53 12.844897 20.000000 -0.011822 0.734000 12.958310 -0.011642 0.875217
54 12.958310 20.000000 -0.011642 0.734000 13.068251 -0.011458 0.841280
55 13.068251 20.000000 -0.011458 0.734000 13.174791 -0.011270 0.808671
56 13.174791 20.000000 -0.011270 0.734000 13.278005 -0.011080 0.777325
57 13.278005 20.000000 -0.011080 0.734000 13.377962 -0.010886 0.747182
